NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Musa troglodytarum,L.,Musaceae,Zingiberales,Liliopsida,Tracheophyta,TPL,Musa troglodytarum,Vascular plants,Hawaiian Islands,,1960,1960,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Musa x paradisiaca,L.,Musaceae,Zingiberales,Liliopsida,Tracheophyta,TPL,Musa x paradisiaca,Vascular plants,Hawaiian Islands,,1000,1000,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Myosotis discolor,Pers.,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,TPL,Myosotis discolor,Vascular plants,Hawaiian Islands,,1981,1981,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Myrica faya,Dryand.,Myricaceae,Fagales,Magnoliopsida,Tracheophyta,TPL,Myrica faya,Vascular plants,Hawaiian Islands,,1900,1900,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Myriophyllum aquaticum,(Vell.) Verdc.,Haloragaceae,Saxifragales,Magnoliopsida,Tracheophyta,TPL,Myriophyllum aquaticum,Vascular plants,Hawaiian Islands,,1919,1919,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Nassella cernua,(Stebbins & Love) Barkworth,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Stipa cernua,Vascular plants,Hawaiian Islands,,1957,1957,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Nasturtium microphyllum,(Boenn. ex Rchb.) Rchb.,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,TPL,Nasturtium microphyllum,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Neurolaena lobata,(L.) R.Br. ex Cass.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Pluchea symphytifolia,Vascular plants,Hawaiian Islands,,1931,1931,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Nicandra physalodes,(L.) Gaertn.,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Nicandra physalodes,Vascular plants,Hawaiian Islands,,1850,1850,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Nicotiana glauca,Graham,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Nicotiana glauca,Vascular plants,Hawaiian Islands,,1865,1865,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Nicotiana tabacum,L.,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Nicotiana tabacum,Vascular plants,Hawaiian Islands,,1812,1812,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ocimum basilicum,L.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Ocimum basilicum,Vascular plants,Hawaiian Islands,,1912,1912,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ocimum gratissimum,L.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Ocimum gratissimum,Vascular plants,Hawaiian Islands,,1924,1924,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Odontonema cuspidatum,(Nees) Kuntze,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Odontonema cuspidatum,Vascular plants,Hawaiian Islands,,1937,1937,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oenothera affinis,Cambess.,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Oenothera affinis,Vascular plants,Hawaiian Islands,,1915,1915,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oenothera laciniata,Hill,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Oenothera laciniata,Vascular plants,Hawaiian Islands,,1933,1933,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oenothera stricta,Ledeb. ex Link,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Oenothera stricta,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Olea europaea,L.,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Olea europaea subsp. europaea,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oplismenus compositus,(L.) P.Beauv.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Oplismenus compositus,Vascular plants,Hawaiian Islands,,1966,1966,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oplismenus hirtellus,(L.) P.Beauv.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,oplismenus hirtellus,Vascular plants,Hawaiian Islands,,1841,1841,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Opuntia cochenillifera,DC.,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Opuntia cochenillifera,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Opuntia ficus-indica,(L.) Mill.,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Opuntia vulgaris,Vascular plants,Hawaiian Islands,,1932,1932,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Osteospermum calendulaceum,L.f.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Osteospermum calendulaceum,Vascular plants,Hawaiian Islands,,1983,1983,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oxalis corniculata,L.,Oxalidaceae,Oxalidales,Magnoliopsida,Tracheophyta,TPL,Oxalis corniculata,Vascular plants,Hawaiian Islands,,1000,1000,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oxalis debilis,var.,Oxalidaceae,Oxalidales,Magnoliopsida,Tracheophyta,TPL,Oxalis corymbosa,Vascular plants,Hawaiian Islands,,1840,1840,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Oxyspora paniculata,(D. Don) DC.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Oxyspora paniculata,Vascular plants,Hawaiian Islands,,1954,1954,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paederia foetida,L.,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Paederia scandens,Vascular plants,Hawaiian Islands,,1854,1854,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Palafoxia callosa,(Nutt.) Torr. & A.Gray,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Palafoxia callosa,Vascular plants,Hawaiian Islands,,1971,1971,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Panicum maximum,Jacq.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Panicum maximum,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Panicum miliaceum,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Panicum miliaceum,Vascular plants,Hawaiian Islands,,1923,1923,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Panicum repens,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Panicum repens,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Parentucellia viscosa,(L.) Caruel,Orobanchaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Parentucellia viscosa,Vascular plants,Hawaiian Islands,,1971,1971,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Parkinsonia aculeata,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Parkinsonia aculeata,Vascular plants,Hawaiian Islands,,1975,1975,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Parthenium hysterophorus,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Parthenium hysterophorus,Vascular plants,Hawaiian Islands,,1960,1960,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalidium distans,(Trin.) Hughes,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalidium radiatum,Vascular plants,Hawaiian Islands,,1939,1939,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum conjugatum,P.J.Bergius,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum conjugatum,Vascular plants,Hawaiian Islands,,1840,1840,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum dilatatum,Poir.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum dilatatum,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum distichum,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum distichum,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum fimbriatum,Kunth,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum fimbriatum,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum paniculatum,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum paniculatum,Vascular plants,Hawaiian Islands,,1980,1980,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum scrobiculatum,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum scrobiculatum,Vascular plants,Hawaiian Islands,,1852,1852,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Paspalum urvillei,Steud.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum urvillei,Vascular plants,Hawaiian Islands,,1914,1914,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora bicornis,Mill.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora pulchella,Vascular plants,Hawaiian Islands,,1924,1924,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora caerulea,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora x caerulea,Vascular plants,Hawaiian Islands,,1865,1865,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora edulis,Sims,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora edulis,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora foetida,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora foetida,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora laurifolia,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora laurifolia,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora ligularis,Juss.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora ligularis,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora mollissima,(Kunth) L.H.Bailey,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora mollissima,Vascular plants,Hawaiian Islands,,1926,1926,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora quadrangularis,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora quadrangularis,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora suberosa,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Passiflora subpeltata,Ortega,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora subpeltata,Vascular plants,Hawaiian Islands,,1914,1914,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pelargonium zonale,(L.) L'Hér. ex Aiton,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Pelargonium zonale,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum clandestinum,Hochst. ex Chiov.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum clandestinum,Vascular plants,Hawaiian Islands,,1924,1924,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum glaucum,(L.) R.Br.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Setaria glauca,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum macrostachyum,(Brongn.) Trin.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum macrostachyum,Vascular plants,Hawaiian Islands,,1929,1929,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum polystachion,(L.) Schult.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum polystachion,Vascular plants,Hawaiian Islands,,1929,1929,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum purpureum,Schumach.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum purpureum,Vascular plants,Hawaiian Islands,,1912,1912,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pennisetum setaceum,(Forssk.) Chiov.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum setaceum,Vascular plants,Hawaiian Islands,,1914,1914,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Peperomia pellucida,(L.) Kunth,Piperaceae,Piperales,Magnoliopsida,Tracheophyta,TPL,Peperomia pellucida,Vascular plants,Hawaiian Islands,,1918,1918,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Persea americana,Mill.,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,TPL,Persea americana,Vascular plants,Hawaiian Islands,,1825,1825,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Persicaria capitata,(Buch.-Ham. ex D.Don) H.Gross,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum capitatum,Vascular plants,Hawaiian Islands,,1960,1960,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Persicaria chinensis,(L.) H. Gross,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum chinense,Vascular plants,Hawaiian Islands,,1966,1966,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Persicaria glabra,(Willd.) M.Gómez,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum glabrum,Vascular plants,Hawaiian Islands,,1819,1819,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Persicaria punctata,(Elliott) Small,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum punctatum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Petrorhagia dubia,(Raf.) G.López & Romo,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Petrorhagia velutina,Vascular plants,Hawaiian Islands,,1938,1938,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Petroselinum crispum,(Mill.) Fuss,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Petroselinum crispum,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Phaius tankervilleae,(Banks) Blume,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Phaius tankervilleae,Vascular plants,Hawaiian Islands,,1931,1931,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Phormium tenax,J.R.Forst. & G.Forst.,Xanthorrhoeaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Phormium tenax,Vascular plants,Hawaiian Islands,,1933,1933,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Phyllanthus debilis,Klein ex Willd.,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Phyllanthus debilis,Vascular plants,Hawaiian Islands,,1865,1865,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Phyllanthus tenellus,Roxb.,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Phyllanthus tenellus,Vascular plants,Hawaiian Islands,,1963,1963,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Physalis angulata,L.,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Physalis angulata,Vascular plants,Hawaiian Islands,,1976,1976,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Physalis peruviana,L.,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Physalis peruviana,Vascular plants,Hawaiian Islands,,1825,1825,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Phytolacca octandra,L.,Phytolaccaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Phytolacca octandra,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Picris hieracioides,Sibth. & Sm.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Picris hieracioides,Vascular plants,Hawaiian Islands,,1930,1930,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pilea microphylla,(L.) Liebm.,Urticaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Pilea microphylla,Vascular plants,Hawaiian Islands,,1926,1926,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pinus elliottii,Engelm.,Pinaceae,Pinales,Pinopsida,Tracheophyta,TPL,Pinus elliottii,Vascular plants,Hawaiian Islands,,1976,1976,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pinus patula,Schiede ex Schltdl. & Cham.,Pinaceae,Pinales,Pinopsida,Tracheophyta,TPL,Pinus patula,Vascular plants,Hawaiian Islands,,1944,1944,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pinus pinaster,Aiton,Pinaceae,Pinales,Pinopsida,Tracheophyta,TPL,Pinus pinaster,Vascular plants,Hawaiian Islands,,1976,1976,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Piper methysticum,G.Forst.,Piperaceae,Piperales,Magnoliopsida,Tracheophyta,TPL,Piper methysticum,Vascular plants,Hawaiian Islands,,1000,1000,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pistia stratiotes,L.,Araceae,Alismatales,Liliopsida,Tracheophyta,TPL,Pistia stratiotes,Vascular plants,Hawaiian Islands,,1932,1932,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pithecellobium dulce,(Roxb.) Benth.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Pithecellobium dulce,Vascular plants,Hawaiian Islands,,1870,1870,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pittosporum undulatum,Vent.,Pittosporaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Pittosporum undulatum,Vascular plants,Hawaiian Islands,,1875,1875,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pittosporum viridiflorum,Sims,Pittosporaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Pittosporum viridiflorum,Vascular plants,Hawaiian Islands,,1954,1954,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plantago aristata,Michx.,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plantago aristata,Vascular plants,Hawaiian Islands,,1941,1941,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plantago australis,Lam.,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plantago australis,Vascular plants,Hawaiian Islands,,1908,1908,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plantago debilis,R.Br.,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plantago debilis,Vascular plants,Hawaiian Islands,,1934,1934,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plantago lanceolata,L.,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plantago lanceolata,Vascular plants,Hawaiian Islands,,1895,1895,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plantago major,L.,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plantago major,Vascular plants,Hawaiian Islands,,1850,1850,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Plectranthus scutellarioides,(L.) R.Br.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Plectranthus scutellarioides,Vascular plants,Hawaiian Islands,,1890,1890,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pluchea indica,(L.) Less.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Pluchea indica,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Poa annua,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Poa annua,Vascular plants,Hawaiian Islands,,1841,1841,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Poa pratensis,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Poa pratensis,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polycarpon tetraphyllum,(L.) L.,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polycarpon tetraphyllum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polygala paniculata,L.,Polygalaceae,Fabales,Magnoliopsida,Tracheophyta,TPL,Polygala paniculata,Vascular plants,Hawaiian Islands,,1974,1974,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polygonum argyrocoleon,Steud. ex Kunze,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum argyrocoleon,Vascular plants,Hawaiian Islands,,1937,1937,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polygonum aviculare,L.,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum aviculare,Vascular plants,Hawaiian Islands,,1932,1932,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polypogon interruptus,Kunth,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Polypogon interruptus,Vascular plants,Hawaiian Islands,,1871,1871,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polypogon monspeliensis,(L.) Desf.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Polypogon monspeliensis,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Polypogon viridis,(Gouan) Breistr.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Agrostis semiverticillata,Vascular plants,Hawaiian Islands,,1912,1912,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Portulaca oleracea,L.,Portulacaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Portulaca oleracea,Vascular plants,Hawaiian Islands,,1817,1817,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Potamogeton foliosus,Raf.,Potamogetonaceae,Alismatales,Liliopsida,Tracheophyta,TPL,Potamogeton foliosus,Vascular plants,Hawaiian Islands,,1817,1817,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Potamogeton nodosus,Poir.,Potamogetonaceae,Alismatales,Liliopsida,Tracheophyta,TPL,Potamogeton nodosus,Vascular plants,Hawaiian Islands,,1825,1825,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Prosopis pallida,(Willd.) Kunth,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Prosopis pallida,Vascular plants,Hawaiian Islands,,1828,1828,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Prunella vulgaris,L.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Prunella vulgaris,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Prunus cerasifera,Ehrh.,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Prunus x cerasifera,Vascular plants,Hawaiian Islands,,1933,1933,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pterolepis glomerata,(Rottb.) Miq.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Pterolepis glomerata,Vascular plants,Hawaiian Islands,,1949,1949,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pyracantha angustifolia,(Franch.) C.K.Schneid.,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Pyracantha angustifolia,Vascular plants,Hawaiian Islands,,1937,1937,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Pyracantha crenatoserrata,(Hance) Rehder,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Pyracantha crenatoserrata,Vascular plants,Hawaiian Islands,,1945,1945,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ranunculus muricatus,L.,Ranunculaceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Ranunculus muricatus,Vascular plants,Hawaiian Islands,,1939,1939,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ranunculus parviflorus,L.,Ranunculaceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Ranunculus parviflorus,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ranunculus plebeius,R. Br. ex DC.,Ranunculaceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Ranunculus plebeius,Vascular plants,Hawaiian Islands,,1949,1949,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ranunculus repens,L.,Ranunculaceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Ranunculus repens,Vascular plants,Hawaiian Islands,,1922,1922,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Raphanus raphanistrum,(L.) Domin,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,TPL,Raphanus sativus,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Reichardia picroides,(L.) Roth,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Reichardia picroides,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Rhodomyrtus tomentosa,(Aiton) Hassk.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Rhodomyrtus tomentosa,Vascular plants,Hawaiian Islands,,1920,1920,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Rhynchosia minima,(L.) DC.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Rhynchosia minima,Vascular plants,Hawaiian Islands,,1965,1965,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Richardia brasiliensis,Gomes,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Richardia brasiliensis,Vascular plants,Hawaiian Islands,,1855,1855,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ricinus communis,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Ricinus communis,Vascular plants,Hawaiian Islands,,1819,1819,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
